wave_id,task_id,system,valid_attempt,artifact_role,archive_member,artifact_sha256,original_judge_status,original_score,original_score_available,original_recorded_pass,audit_status,replay_score,score_delta,score_comparison,replay_pass,replay_zero,replay_scoreable,criterion_scores,failure_codes,evaluator_status,evaluator_sha256,judge_binding_manifest_sha256,error,elapsed_seconds
20260901T135458Z-P15-A-ENG-SIZING-001-codex,P15-A-ENG-SIZING-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260901T135458Z-P15-A-ENG-SIZING-001-codex/P15-A-ENG-SIZING-001__jQm7QPe/answer.xlsx,7bcb06c66ae525a438669549b62025e82f9c239b4cafc93247a2acfcddf15bd6,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1121
20260901T145149Z-P15-A-ENG-SIZING-001-codex,P15-A-ENG-SIZING-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260901T145149Z-P15-A-ENG-SIZING-001-codex/P15-A-ENG-SIZING-001__4v2pTkg/answer.xlsx,4ac94e7081efb72b6898c0a7b7ee612fdbeadb14d4ff6b8093821d4c732f401f,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1065
20260902T153751Z-P15-A-ENG-SIZING-001-codex,P15-A-ENG-SIZING-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260902T153751Z-P15-A-ENG-SIZING-001-codex/P15-A-ENG-SIZING-001__uyK5fH4/answer.xlsx,fba77eae686a0ffb1725100a9327a1ed5b55d044e16f5bd9046aa7842943f1db,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1099
20260902T214157Z-P15-A-ENG-SIZING-001-codex,P15-A-ENG-SIZING-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260902T214157Z-P15-A-ENG-SIZING-001-codex/P15-A-ENG-SIZING-001__Nv4s5uE/answer.xlsx,f18e5cd2b434d4dba26084a8f7dda92dc4e41e94f3379faabd87b2c46170cbad,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1105
20260903T001648Z-P15-A-ENG-SIZING-001-codex,P15-A-ENG-SIZING-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260903T001648Z-P15-A-ENG-SIZING-001-codex/P15-A-ENG-SIZING-001__aisY2Yb/answer.xlsx,2ecfdb52373193b8f7086cb05b15b9ab8738f9be396cbd7ef047baaddfa41626,SCORED,0.583333,True,False,SCORE_REPLAYED,0.833333,0.25,CHANGED,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":0.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":0.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.111
20260903T025710Z-P15-A-ENG-SIZING-001-codex,P15-A-ENG-SIZING-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260903T025710Z-P15-A-ENG-SIZING-001-codex/P15-A-ENG-SIZING-001__9hxj3cf/answer.xlsx,881660659af287a1ce4be944a6500b98fc616d1f2836efba19029cd562d3f83b,SCORED,0.958333,True,True,SCORE_REPLAYED,0.958333,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":0.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1076
20260903T055801Z-P15-A-ENG-SIZING-001-codex,P15-A-ENG-SIZING-001,codex_gpt56sol,True,HARBOR_RAW,workbooks/20260903T055801Z-P15-A-ENG-SIZING-001-codex/P15-A-ENG-SIZING-001__QPuZNC3/answer.xlsx,79f1a5a9ef930d7f608ad27c42dfff5c54ac893e3b6fd8e074781d0aa0e8ccb7,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.114
20260901T143633Z-P15-A-ENG-SIZING-001-qwen-coder,P15-A-ENG-SIZING-001,qwen38max,False,HARBOR_RAW,workbooks/20260901T143633Z-P15-A-ENG-SIZING-001-qwen-coder/P15-A-ENG-SIZING-001__Lam2cCx/answer.xlsx,4b56bda244cf1c25a901d874fdcc5c79f402c36a4425c52fb72c03488130ea7e,SCORED,1.0,True,False,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1066
20260902T165133Z-P15-A-ENG-SIZING-001-qwen-coder,P15-A-ENG-SIZING-001,qwen38max,True,HARBOR_RAW,workbooks/20260902T165133Z-P15-A-ENG-SIZING-001-qwen-coder/P15-A-ENG-SIZING-001__xUVYkAG/answer.xlsx,6d6fee5efeb32a63d95575ba5d9e7addb8f0a0bddda7b25548d0a75e1f8655cf,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.108
20260902T184912Z-P15-A-ENG-SIZING-001-qwen-coder,P15-A-ENG-SIZING-001,qwen38max,True,HARBOR_RAW,workbooks/20260902T184912Z-P15-A-ENG-SIZING-001-qwen-coder/P15-A-ENG-SIZING-001__dCKHBeE/answer.xlsx,d6293a17a59eb21dbdafb84617939366da522a8a3d497f43c5ab36b2c2b50b71,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1064
20260902T220355Z-P15-A-ENG-SIZING-001-qwen-coder,P15-A-ENG-SIZING-001,qwen38max,True,HARBOR_RAW,workbooks/20260902T220355Z-P15-A-ENG-SIZING-001-qwen-coder/P15-A-ENG-SIZING-001__yHH24U3/answer.xlsx,5dce3341c73324e5e61801b6d3da2bfc9ca09258e854dd3a9327081feb45ecdc,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1073
20260903T002940Z-P15-A-ENG-SIZING-001-qwen-coder,P15-A-ENG-SIZING-001,qwen38max,True,HARBOR_RAW,workbooks/20260903T002940Z-P15-A-ENG-SIZING-001-qwen-coder/P15-A-ENG-SIZING-001__h4Stu3w/answer.xlsx,6e662f9db1b11bbd4c548e55233119e386ae05c19dcbd8086742f8bdc4f29b89,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1085
20260903T030817Z-P15-A-ENG-SIZING-001-qwen-coder,P15-A-ENG-SIZING-001,qwen38max,True,HARBOR_RAW,workbooks/20260903T030817Z-P15-A-ENG-SIZING-001-qwen-coder/P15-A-ENG-SIZING-001__sLndKLt/answer.xlsx,085f49fb0f5b0f402f002d4e7b878f685e04ea6e3053ef53c6714f64501f63fd,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1044
20260903T193711Z-P15-A-ENG-SIZING-001-qwen-coder,P15-A-ENG-SIZING-001,qwen38max,True,HARBOR_RAW,workbooks/20260903T193711Z-P15-A-ENG-SIZING-001-qwen-coder/P15-A-ENG-SIZING-001__bdYFeei/answer.xlsx,4c5b75abe479a1a168c87505b6adc7769c634897a162709ab315feb6bb26d413,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1135
20260904T005637Z-P15-A-ENG-SIZING-001-qwen-coder,P15-A-ENG-SIZING-001,qwen38max,True,HARBOR_RAW,workbooks/20260904T005637Z-P15-A-ENG-SIZING-001-qwen-coder/P15-A-ENG-SIZING-001__4v8xq9Z/answer.xlsx,0fc2035d06cc16de4fc30d12a99bd16618e8a2a0699b553a6e91fb6e01844b57,SCORED,1.0,True,True,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,86ca7769d50403fdb24e938694a7053be280741f4ef9ecfc6649df7339e5b649,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1106
20260901T135525Z-P15-A-FIN-DCF-001-claude-code,P15-A-FIN-DCF-001,claude_opus5,True,HARBOR_RAW,workbooks/20260901T135525Z-P15-A-FIN-DCF-001-claude-code/P15-A-FIN-DCF-001__Jhfc4qs/answer.xlsx,97798f0f6176b86ac0c692654f934af5c4f79f4b1b5183a91cf5943eae668313,SCORED,0.555556,True,False,SCORE_REPLAYED,0.777778,0.222222,CHANGED,False,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":0.0,""R008"":0.0,""R009"":1.0,""R010"":1.0,""R011"":1.0}","[""DCF_VALUE_MISMATCH:Valuation!B11"",""DCF_VALUE_MISMATCH:Valuation!B12"",""DCF_VALUE_MISMATCH:Valuation!B13"",""DCF_VALUE_MISMATCH:Valuation!D6"",""DCF_VALUE_MISMATCH:Valuation!D7"",""DCF_VALUE_MISMATCH:Valuation!D8"",""DCF_VALUE_MISMATCH:Valuation!E6"",""DCF_VALUE_MISMATCH:Valuation!E7"",""DCF_VALUE_MISMATCH:Valuation!E8"",""DCF_VALUE_MISMATCH:Valuation!F6"",""DCF_VALUE_MISMATCH:Valuation!F7"",""DCF_VALUE_MISMATCH:Valuation!F8""]",SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1057
20260901T141534Z-P15-A-FIN-DCF-001-claude-code,P15-A-FIN-DCF-001,claude_opus5,False,HARBOR_RAW,workbooks/20260901T141534Z-P15-A-FIN-DCF-001-claude-code/P15-A-FIN-DCF-001__uPSBzWT/answer.xlsx,bd4c29e83bb6ff577a5f68a571a65113e1604e7c13922c047198604b4a5b13ab,SCORED,1.0,True,False,SCORE_REPLAYED,1.0,0.0,MATCH,True,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0}",[],SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.104
20260901T143052Z-P15-A-FIN-DCF-001-claude-code,P15-A-FIN-DCF-001,claude_opus5,False,HARBOR_RAW,workbooks/20260901T143052Z-P15-A-FIN-DCF-001-claude-code/P15-A-FIN-DCF-001__68U7h2R/answer.xlsx,3db73ff0aaf1504385e0b40e39ccd2194776d771780ed660e1c4f029f27df055,SCORED,0.555556,True,False,SCORE_REPLAYED,0.777778,0.222222,CHANGED,False,False,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":0.0,""R008"":0.0,""R009"":1.0,""R010"":1.0,""R011"":1.0}","[""DCF_VALUE_MISMATCH:Valuation!B11"",""DCF_VALUE_MISMATCH:Valuation!B12"",""DCF_VALUE_MISMATCH:Valuation!B13"",""DCF_VALUE_MISMATCH:Valuation!D6"",""DCF_VALUE_MISMATCH:Valuation!D7"",""DCF_VALUE_MISMATCH:Valuation!D8"",""DCF_VALUE_MISMATCH:Valuation!E6"",""DCF_VALUE_MISMATCH:Valuation!E7"",""DCF_VALUE_MISMATCH:Valuation!E8"",""DCF_VALUE_MISMATCH:Valuation!F6"",""DCF_VALUE_MISMATCH:Valuation!F7"",""DCF_VALUE_MISMATCH:Valuation!F8""]",SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1007
