task_id,fixture_group,fixture_name,fixture_evidence_scope,live_replayed,expected_case_class,frozen_expectation,audit_status,normalized_score,pass,frozen_contract_ok,saved_validation_score,saved_validation_pass,saved_validation_status,saved_validation_match,expectation_basis,threshold_risk,criterion_scores,failure_codes,evaluator_status,evaluator_sha256,judge_binding_manifest_sha256,error,elapsed_seconds
P15-A-FIN-DCF-001,reference,reference,LIVE_PHYSICAL_REPLAY,True,positive,"[""eq:1.0"",""pass:true""]",SCORE_REPLAYED,1.0,True,True,1.0,True,OK,True,The reference valuation must pass.,False,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0}",[],SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1011
P15-A-FIN-DCF-001,equivalent,equivalent,LIVE_PHYSICAL_REPLAY,True,positive,"[""ge:0.95"",""pass:true""]",SCORE_REPLAYED,1.0,True,True,1.0,True,OK,True,Algebraically equivalent valuation formulas must pass.,False,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0}",[],SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1017
P15-A-FIN-DCF-001,noop,noop,LIVE_PHYSICAL_REPLAY,True,negative,"[""pass:false""]",SCORE_REPLAYED,0.111111,False,True,0.111111,False,OK,True,An uncompleted DCF does not pass.,False,"{""R001"":1.0,""R002"":0.0,""R003"":0.0,""R004"":0.0,""R005"":0.0,""R006"":0.0,""R007"":0.0,""R008"":0.0,""R009"":0.0,""R010"":0.0,""R011"":1.0}","[""DCF_FORMULA_REQUIRED:Forecast!B10"",""DCF_FORMULA_REQUIRED:Forecast!B11"",""DCF_FORMULA_REQUIRED:Forecast!B12"",""DCF_FORMULA_REQUIRED:Forecast!B14"",""DCF_FORMULA_REQUIRED:Forecast!B15"",""DCF_FORMULA_REQUIRED:Forecast!B5"",""DCF_FORMULA_REQUIRED:Forecast!B6"",""DCF_FORMULA_REQUIRED:Forecast!B7"",""DCF_FORMULA_REQUIRED:Forecast!B8"",""DCF_FORMULA_REQUIRED:Forecast!B9"",""DCF_FORMULA_REQUIRED:Forecast!C10"",""DCF_FORMULA_REQUIRED:Forecast!C11"",""DCF_FORMULA_REQUIRED:Forecast!C12"",""DCF_FORMULA_REQUIRED:Forecast!C14"",""DCF_FORMULA_REQUIRED:Forecast!C15"",""DCF_FORMULA_REQUIRED:Forecast!C5"",""DCF_FORMULA_REQUIRED:Forecast!C6"",""DCF_FORMULA_REQUIRED:Forecast!C7"",""DCF_FORMULA_REQUIRED:Forecast!C8"",""DCF_FORMULA_REQUIRED:Forecast!C9"",""DCF_FORMULA_REQUIRED:Forecast!D10"",""DCF_FORMULA_REQUIRED:Forecast!D11"",""DCF_FORMULA_REQUIRED:Forecast!D12"",""DCF_FORMULA_REQUIRED:Forecast!D14"",""DCF_FORMULA_REQUIRED:Forecast!D15"",""DCF_FORMULA_REQUIRED:Forecast!D5"",""DCF_FORMULA_REQUIRED:Forecast!D6"",""DCF_FORMULA_REQUIRED:Forecast!D7"",""DCF_FORMULA_REQUIRED:Forecast!D8"",""DCF_FORMULA_REQUIRED:Forecast!D9"",""DCF_FORMULA_REQUIRED:Forecast!E10"",""DCF_FORMULA_REQUIRED:Forecast!E11"",""DCF_FORMULA_REQUIRED:Forecast!E12"",""DCF_FORMULA_REQUIRED:Forecast!E14"",""DCF_FORMULA_REQUIRED:Forecast!E15"",""DCF_FORMULA_REQUIRED:Forecast!E5"",""DCF_FORMULA_REQUIRED:Forecast!E6"",""DCF_FORMULA_REQUIRED:Forecast!E7"",""DCF_FORMULA_REQUIRED:Forecast!E8"",""DCF_FORMULA_REQUIRED:Forecast!E9"",""DCF_FORMULA_REQUIRED:Forecast!F10"",""DCF_FORMULA_REQUIRED:Forecast!F11"",""DCF_FORMULA_REQUIRED:Forecast!F12"",""DCF_FORMULA_REQUIRED:Forecast!F14"",""DCF_FORMULA_REQUIRED:Forecast!F15"",""DCF_FORMULA_REQUIRED:Forecast!F5"",""DCF_FORMULA_REQUIRED:Forecast!F6"",""DCF_FORMULA_REQUIRED:Forecast!F7"",""DCF_FORMULA_REQUIRED:Forecast!F8"",""DCF_FORMULA_REQUIRED:Forecast!F9"",""DCF_FORMULA_REQUIRED:Valuation!B10"",""DCF_FORMULA_REQUIRED:Valuation!B12"",""DCF_FORMULA_REQUIRED:Valuation!B13"",""DCF_FORMULA_REQUIRED:Valuation!B5"",""DCF_FORMULA_REQUIRED:Valuation!B6"",""DCF_FORMULA_REQUIRED:Valuation!B7"",""DCF_FORMULA_REQUIRED:Valuation!B8"",""DCF_FORMULA_REQUIRED:Valuation!B9"",""DCF_FORMULA_REQUIRED:Valuation!D6"",""DCF_FORMULA_REQUIRED:Valuation!D7"",""DCF_FORMULA_REQUIRED:Valuation!D8"",""DCF_FORMULA_REQUIRED:Valuation!E6"",""DCF_FORMULA_REQUIRED:Valuation!E7"",""DCF_FORMULA_REQUIRED:Valuation!E8"",""DCF_FORMULA_REQUIRED:Valuation!F6"",""DCF_FORMULA_REQUIRED:Valuation!F7"",""DCF_FORMULA_REQUIRED:Valuation!F8"",""DCF_VALUE_MISMATCH:Forecast!B10"",""DCF_VALUE_MISMATCH:Forecast!B11"",""DCF_VALUE_MISMATCH:Forecast!B12"",""DCF_VALUE_MISMATCH:Forecast!B14"",""DCF_VALUE_MISMATCH:Forecast!B15"",""DCF_VALUE_MISMATCH:Forecast!B5"",""DCF_VALUE_MISMATCH:Forecast!B6"",""DCF_VALUE_MISMATCH:Forecast!B7"",""DCF_VALUE_MISMATCH:Forecast!B8"",""DCF_VALUE_MISMATCH:Forecast!B9"",""DCF_VALUE_MISMATCH:Forecast!C10"",""DCF_VALUE_MISMATCH:Forecast!C11"",""DCF_VALUE_MISMATCH:Forecast!C12"",""DCF_VALUE_MISMATCH:Forecast!C14"",""DCF_VALUE_MISMATCH:Forecast!C15"",""DCF_VALUE_MISMATCH:Forecast!C5"",""DCF_VALUE_MISMATCH:Forecast!C6"",""DCF_VALUE_MISMATCH:Forecast!C7"",""DCF_VALUE_MISMATCH:Forecast!C8"",""DCF_VALUE_MISMATCH:Forecast!C9"",""DCF_VALUE_MISMATCH:Forecast!D10"",""DCF_VALUE_MISMATCH:Forecast!D11"",""DCF_VALUE_MISMATCH:Forecast!D12"",""DCF_VALUE_MISMATCH:Forecast!D14"",""DCF_VALUE_MISMATCH:Forecast!D15"",""DCF_VALUE_MISMATCH:Forecast!D5"",""DCF_VALUE_MISMATCH:Forecast!D6"",""DCF_VALUE_MISMATCH:Forecast!D7"",""DCF_VALUE_MISMATCH:Forecast!D8"",""DCF_VALUE_MISMATCH:Forecast!D9"",""DCF_VALUE_MISMATCH:Forecast!E10"",""DCF_VALUE_MISMATCH:Forecast!E11"",""DCF_VALUE_MISMATCH:Forecast!E12"",""DCF_VALUE_MISMATCH:Forecast!E14"",""DCF_VALUE_MISMATCH:Forecast!E15"",""DCF_VALUE_MISMATCH:Forecast!E5"",""DCF_VALUE_MISMATCH:Forecast!E6"",""DCF_VALUE_MISMATCH:Forecast!E7"",""DCF_VALUE_MISMATCH:Forecast!E8"",""DCF_VALUE_MISMATCH:Forecast!E9"",""DCF_VALUE_MISMATCH:Forecast!F10"",""DCF_VALUE_MISMATCH:Forecast!F11"",""DCF_VALUE_MISMATCH:Forecast!F12"",""DCF_VALUE_MISMATCH:Forecast!F14"",""DCF_VALUE_MISMATCH:Forecast!F15"",""DCF_VALUE_MISMATCH:Forecast!F5"",""DCF_VALUE_MISMATCH:Forecast!F6"",""DCF_VALUE_MISMATCH:Forecast!F7"",""DCF_VALUE_MISMATCH:Forecast!F8"",""DCF_VALUE_MISMATCH:Forecast!F9"",""DCF_VALUE_MISMATCH:Valuation!B10"",""DCF_VALUE_MISMATCH:Valuation!B11"",""DCF_VALUE_MISMATCH:Valuation!B12"",""DCF_VALUE_MISMATCH:Valuation!B13"",""DCF_VALUE_MISMATCH:Valuation!B5"",""DCF_VALUE_MISMATCH:Valuation!B6"",""DCF_VALUE_MISMATCH:Valuation!B7"",""DCF_VALUE_MISMATCH:Valuation!B8"",""DCF_VALUE_MISMATCH:Valuation!B9"",""DCF_VALUE_MISMATCH:Valuation!D6"",""DCF_VALUE_MISMATCH:Valuation!D7"",""DCF_VALUE_MISMATCH:Valuation!D8"",""DCF_VALUE_MISMATCH:Valuation!E6"",""DCF_VALUE_MISMATCH:Valuation!E7"",""DCF_VALUE_MISMATCH:Valuation!E8"",""DCF_VALUE_MISMATCH:Valuation!F6"",""DCF_VALUE_MISMATCH:Valuation!F7"",""DCF_VALUE_MISMATCH:Valuation!F8""]",SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1046
P15-A-FIN-DCF-001,malformed,malformed,LIVE_PHYSICAL_REPLAY,True,negative,"[""eq:0.0"",""pass:false""]",SCORE_REPLAYED,0.0,False,True,0.0,False,OK,True,A non-workbook cannot pass.,False,"{""R001"":0.0,""R002"":0.0,""R003"":0.0,""R004"":0.0,""R005"":0.0,""R006"":0.0,""R007"":0.0,""R008"":0.0,""R009"":0.0,""R010"":0.0,""R011"":0.0}","[""MALFORMED_XLSX:BadZipFile""]",SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.0983
P15-A-FIN-DCF-001,mutant,broken_scenario_reference,LIVE_PHYSICAL_REPLAY,True,negative,"[""pass:false""]",SCORE_REPLAYED,0.111111,False,True,0.111111,False,OK,True,The seeded forecast or valuation defect must prevent a pass.,False,"{""R001"":1.0,""R002"":0.0,""R003"":0.0,""R004"":0.0,""R005"":0.0,""R006"":0.0,""R007"":0.0,""R008"":0.0,""R009"":0.0,""R010"":0.0,""R011"":1.0}","[""DCF_VALUE_MISMATCH:Forecast!D10"",""DCF_VALUE_MISMATCH:Forecast!D11"",""DCF_VALUE_MISMATCH:Forecast!D12"",""DCF_VALUE_MISMATCH:Forecast!D15"",""DCF_VALUE_MISMATCH:Forecast!D5"",""DCF_VALUE_MISMATCH:Forecast!D6"",""DCF_VALUE_MISMATCH:Forecast!D7"",""DCF_VALUE_MISMATCH:Forecast!D8"",""DCF_VALUE_MISMATCH:Forecast!D9"",""DCF_VALUE_MISMATCH:Forecast!E10"",""DCF_VALUE_MISMATCH:Forecast!E11"",""DCF_VALUE_MISMATCH:Forecast!E12"",""DCF_VALUE_MISMATCH:Forecast!E15"",""DCF_VALUE_MISMATCH:Forecast!E5"",""DCF_VALUE_MISMATCH:Forecast!E6"",""DCF_VALUE_MISMATCH:Forecast!E7"",""DCF_VALUE_MISMATCH:Forecast!E8"",""DCF_VALUE_MISMATCH:Forecast!E9"",""DCF_VALUE_MISMATCH:Forecast!F10"",""DCF_VALUE_MISMATCH:Forecast!F11"",""DCF_VALUE_MISMATCH:Forecast!F12"",""DCF_VALUE_MISMATCH:Forecast!F15"",""DCF_VALUE_MISMATCH:Forecast!F5"",""DCF_VALUE_MISMATCH:Forecast!F6"",""DCF_VALUE_MISMATCH:Forecast!F7"",""DCF_VALUE_MISMATCH:Forecast!F8"",""DCF_VALUE_MISMATCH:Forecast!F9"",""DCF_VALUE_MISMATCH:Valuation!B13"",""DCF_VALUE_MISMATCH:Valuation!B5"",""DCF_VALUE_MISMATCH:Valuation!B6"",""DCF_VALUE_MISMATCH:Valuation!B7"",""DCF_VALUE_MISMATCH:Valuation!B8"",""DCF_VALUE_MISMATCH:Valuation!B9"",""DCF_VALUE_MISMATCH:Valuation!D6"",""DCF_VALUE_MISMATCH:Valuation!D7"",""DCF_VALUE_MISMATCH:Valuation!D8"",""DCF_VALUE_MISMATCH:Valuation!E6"",""DCF_VALUE_MISMATCH:Valuation!E7"",""DCF_VALUE_MISMATCH:Valuation!E8"",""DCF_VALUE_MISMATCH:Valuation!F6"",""DCF_VALUE_MISMATCH:Valuation!F7"",""DCF_VALUE_MISMATCH:Valuation!F8""]",SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1067
P15-A-FIN-DCF-001,mutant,constant_formula_dynamics,LIVE_PHYSICAL_REPLAY,True,negative,"[""pass:false""]",SCORE_REPLAYED,0.851852,False,True,0.851852,False,OK,True,The seeded forecast or valuation defect must prevent a pass.,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":0.0,""R010"":0.0,""R011"":1.0}",[],SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1048
P15-A-FIN-DCF-001,mutant,hardcoded_ev,LIVE_PHYSICAL_REPLAY,True,negative,"[""pass:false""]",SCORE_REPLAYED,0.814815,False,True,0.814815,False,OK,True,The seeded forecast or valuation defect must prevent a pass.,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":0.0,""R008"":1.0,""R009"":1.0,""R010"":0.0,""R011"":1.0}","[""DCF_FORMULA_REQUIRED:Valuation!B9"",""DCF_VALUE_MISMATCH:Valuation!B13"",""DCF_VALUE_MISMATCH:Valuation!B9""]",SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1093
P15-A-FIN-DCF-001,mutant,wrong_terminal_year,LIVE_PHYSICAL_REPLAY,True,negative,"[""pass:false""]",SCORE_REPLAYED,0.703704,False,True,0.703704,False,OK,True,The seeded forecast or valuation defect must prevent a pass.,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":0.0,""R007"":0.0,""R008"":1.0,""R009"":1.0,""R010"":0.0,""R011"":1.0}","[""DCF_VALUE_MISMATCH:Valuation!B13"",""DCF_VALUE_MISMATCH:Valuation!B6"",""DCF_VALUE_MISMATCH:Valuation!B7"",""DCF_VALUE_MISMATCH:Valuation!B8"",""DCF_VALUE_MISMATCH:Valuation!B9""]",SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.108
P15-A-FIN-DCF-001,mutant,wrong_wacc,LIVE_PHYSICAL_REPLAY,True,negative,"[""pass:false""]",SCORE_REPLAYED,0.703704,False,True,0.703704,False,OK,True,The seeded forecast or valuation defect must prevent a pass.,True,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":0.0,""R007"":0.0,""R008"":1.0,""R009"":1.0,""R010"":0.0,""R011"":1.0}","[""DCF_VALUE_MISMATCH:Valuation!B13"",""DCF_VALUE_MISMATCH:Valuation!B7"",""DCF_VALUE_MISMATCH:Valuation!B8"",""DCF_VALUE_MISMATCH:Valuation!B9""]",SCORED,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1125
P15-A-FIN-DCF-001,generated_v3,alternate_implementation,SAVED_ONLY_FROZEN_VALIDATION_CLAIM,False,positive,"[""pass:true"",""ge:0.7""]",SAVED_ONLY_VALIDATION_CLAIM,1.0,True,True,1.0,True,,True,"The task requires the supplied five-sheet structure, so the admissible alternative is formula equivalence within that structure.",False,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0}",[],OK,77c62fac5ff30559a7682e8fd46fd71090e115d69cc18d2d375290bc9fa001f8,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,
P15-A-FIN-DEBUG-001,reference,reference,LIVE_PHYSICAL_REPLAY,True,positive,"[""eq:1.0"",""pass:true""]",SCORE_REPLAYED,1.0,True,True,1.0,True,OK,True,The one-cell reference repair must pass.,False,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1113
P15-A-FIN-DEBUG-001,equivalent,equivalent,LIVE_PHYSICAL_REPLAY,True,positive,"[""ge:0.95"",""pass:true""]",SCORE_REPLAYED,1.0,True,True,1.0,True,OK,True,An algebraically equivalent repair in the same root-cause cell must pass.,False,"{""R001"":1.0,""R002"":1.0,""R003"":1.0,""R004"":1.0,""R005"":1.0,""R006"":1.0,""R007"":1.0,""R008"":1.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":1.0}",[],SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1132
P15-A-FIN-DEBUG-001,noop,noop,LIVE_PHYSICAL_REPLAY,True,negative,"[""pass:false""]",SCORE_REPLAYED,0.461538,False,True,0.461538,False,OK,True,Leaving the seeded defect unchanged does not pass.,False,"{""R001"":1.0,""R002"":0.0,""R003"":0.0,""R004"":1.0,""R005"":0.0,""R006"":0.0,""R007"":1.0,""R008"":0.0,""R009"":1.0,""R010"":1.0,""R011"":1.0,""R012"":0.0}","[""MODEL_REPLAY_MISMATCH:Revenue_Build!D6"",""MODEL_REPLAY_MISMATCH:Summary!D8"",""MODEL_REPLAY_MISMATCH:Summary!D9"",""MODEL_REPLAY_MISMATCH:Working_Capital!D5""]",SCORED,e69e3875aec9eddca09a2f7e29b88fa9607b656f80f4a6d5af1f2362528deecc,7fccc4edac8f8d65742fa0d1b63ba462b892cb1a3d64d3683691765920da0955,,0.1125
