task_id,track,split,system,agent,agent_version,model,provider,attempt_id,score,raw_score,score_delta,pass,valid_difficulty_attempt,valid_model_pass1_evidence,formal_gate_member,evidence_scope,difficulty_exclusion,outcome_attribution,failure_codes,duration_seconds,input_tokens,cache_tokens,output_tokens,cost_usd,exception
P15-A-STAT-EXPERIMENT-001,A,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,04b80432-39bb-4433-8b00-50a4172f603e,0.583333,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,QC_EXCLUSION_CHAIN_NOT_PRESERVED;SOURCE_OBSERVATIONS_OR_INCLUDE_FLAGS_CHANGED,823.634,920909,866816,12479,0.812678,
P15-A-STAT-EXPERIMENT-001,A,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,88310fae-2eb3-48a1-9d33-018056a3fc8a,0.041667,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,CHART_NOT_BOUND_TO_ALL_PAIRED_DIFFERENCES;DECISION_RULE_NOT_LINKED_TO_TWO_SIDED_P_VALUE;METRIC_NOT_FOUND:planned_n;PAIRED_DIFFERENCE_COLUMN_NOT_FOUND;PAIRED_TWO_SIDED_METHOD_NOT_DEMONSTRATED;QC_EXCLUSION_CHAIN_NOT_PRESERVED;SOURCE_OBSERVATIONS_OR_INCLUDE_FLAGS_CHANGED,658.367,665774,603136,12113,0.734066,
P15-A-STAT-EXPERIMENT-001,A,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,974b40e1-8b49-4bc0-be52-7397aa76cc10,0.416667,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,DECISION_RULE_NOT_LINKED_TO_TWO_SIDED_P_VALUE;METRIC_NOT_FOUND:planned_n;QC_EXCLUSION_CHAIN_NOT_PRESERVED;SOURCE_OBSERVATIONS_OR_INCLUDE_FLAGS_CHANGED,1371.104,340825,303872,8155,0.432461,
P15-A-STAT-EXPERIMENT-001,A,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,f450100b-cc23-4b2b-9405-3e5a2828ac30,0.500000,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,METRIC_NOT_FOUND:planned_n;QC_EXCLUSION_CHAIN_NOT_PRESERVED;SOURCE_OBSERVATIONS_OR_INCLUDE_FLAGS_CHANGED,962.800,1107282,1005568,8221,0.973503,
P15-A-POLICY-EIA-001,A,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,d2e3237e-2c9b-4933-b551-05bb35b84d89,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,488.494,737701,681728,15859,0.813763,
P15-A-POLICY-EIA-001,A,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,4ab3767b-0dff-47d8-ae5b-a238ffb87071,0.560000,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,492.911,1313771,1230848,15989,1.143811,
P15-A-POLICY-EIA-001,A,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,9f90694d-4ca1-45ce-b1bb-7b3516ad8112,0.560000,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,652.754,1023445,940800,14268,0.992260,
P15-A-POLICY-EIA-001,A,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,cfe428ae-05c8-44fc-a444-7aaf4ab550c5,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,565.326,1912012,1832960,14585,1.341092,
P15-B-SALES-DISCOVERY-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,b7f72fcd-6663-4052-b49f-585277a31cd1,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,622.644,1169496,1047040,16231,1.233260,
P15-B-SALES-DISCOVERY-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,37ac2389-a69a-4c2f-9ffb-fc97965ddf22,0.920000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,412.039,245215,212992,5731,0.328709,
P15-B-SALES-DISCOVERY-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,b188d2da-4150-4b14-af35-c0a9a4a98667,0.240000,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,415.548,399270,360448,8657,0.472607,
P15-B-SALES-DISCOVERY-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,e82b257a-e426-4c45-ad04-d92e4f195b48,0.160000,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,523.387,242796,206080,4735,0.323996,
P15-B-OPS-CLEAN-JOIN-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,0749fa94-6fdb-46dd-858c-3697d55160da,0.192308,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,2001.636,2035531,1926784,14835,1.502402,
P15-B-OPS-CLEAN-JOIN-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,19e77b62-0239-49e0-9e3a-d50f9e6f6484,0.115385,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,CLEAN_RECORDS_MISMATCH;SUMMARY_CLOSURE_FAILED:ValueError,1118.956,685855,635904,11191,0.677986,
P15-B-OPS-CLEAN-JOIN-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,1a57874b-b918-4ee5-806e-2fbe60996c79,0.038462,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,CLEAN_RECORDS_MISMATCH,833.795,2256866,2141184,16024,1.639682,
P15-B-OPS-CLEAN-JOIN-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,53118a6a-fbc8-4a37-b060-731711c05701,0.038462,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,CLEAN_RECORDS_MISMATCH,853.610,810143,745728,16073,0.877411,
P15-B-FIN-RECON-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,b24b5fde-c354-433f-8543-8dda73013346,0.000000,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,1596.383,1176098,1109504,15356,1.017298,
P15-B-FIN-RECON-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,50562b06-c041-46ea-8aac-3e41e4244e74,0.307692,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,FX_SOURCE_PERTURBATION_FAILED:StopIteration,1847.715,891478,803072,13971,0.954273,
P15-B-FIN-RECON-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,7a2e4d16-0721-4a95-9f32-eb8f3cf97929,0.384615,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,PROTECTED_FINANCE_SOURCE_CHANGED,2086.685,366492,320512,7756,0.467245,
P15-B-FIN-RECON-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,a74a5420-4082-4dd5-b363-7360eab9eaab,0.000000,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,611.252,620968,574464,13761,0.691022,
P15-B-HEALTH-REPORT-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,a482c01b-1a8e-4d52-a686-36171918400a,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,1974.361,468000,403968,6231,0.542335,
P15-B-HEALTH-REPORT-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,16bb75e4-db9f-4bbf-8ee1-0bbd5891f42c,0.000000,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,METRIC_REPLAY_FAILED:ValueError;NEW_HAMPSHIRE_SOURCE_PERTURBATION_FAILED:ValueError;PROTECTED_HEALTH_SOURCE_CHANGED;REPORT_EVALUATION_FAILED:ValueError;VERMONT_SOURCE_PERTURBATION_FAILED:ValueError,1293.130,346315,298240,6987,0.451336,
P15-B-HEALTH-REPORT-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,2bf5f7d1-dc2f-4470-9c36-d0ef76cfed28,0.037037,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,METRIC_REPLAY_FAILED:ValueError;NEW_HAMPSHIRE_SOURCE_PERTURBATION_FAILED:ValueError;REPORT_EVALUATION_FAILED:ValueError;VERMONT_SOURCE_PERTURBATION_FAILED:ValueError,2622.744,612698,568320,13552,0.675880,
P15-B-HEALTH-REPORT-001,B,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,9e2762d1-581c-4160-a914-5c9518bc85d2,0.000000,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,CHART_SERIES_OR_CATEGORY_BINDING_MISMATCH;METRIC_REPLAY_FAILED:ValueError;NEW_HAMPSHIRE_SOURCE_PERTURBATION_FAILED:ValueError;REPORT_EVALUATION_FAILED:ValueError;VERMONT_SOURCE_PERTURBATION_FAILED:ValueError,4102.427,4814020,4633728,17304,2.920739,
P15-C-INVOICE-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,96bd647e-002f-44ac-a107-89c5130aa656,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,563.988,262813,226560,3900,0.313636,
P15-C-INVOICE-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,16338ee8-ce47-46b6-8272-89a1723bcd5f,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,523.775,293123,251136,3856,0.345522,
P15-C-INVOICE-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,9726c605-e312-4ace-af9e-664403ea1ebd,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,654.611,150932,125952,2250,0.195301,
P15-C-INVOICE-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,e04ae35f-0865-4a06-837f-6f1a14ad42d2,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,526.990,268233,242944,2786,0.254054,
P15-C-QUOTE-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,c279362a-d444-4bb2-b5db-b7c349d2e4ef,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,717.502,467544,421376,6698,0.487182,
P15-C-QUOTE-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,9b34e508-3c19-44eb-87e6-2b48793fe7af,0.517241,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,583.177,64530,49152,1170,0.104573,
P15-C-QUOTE-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,9bbd9475-9740-4ad8-8c29-720b54ff5b04,0.517241,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,437.264,132792,117504,2296,0.154074,
P15-C-QUOTE-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,db669f6f-99bd-4495-841c-209da9209c6c,0.517241,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,535.177,108059,93696,3043,0.155790,
P15-C-RECEIPTS-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,eb8b1b44-5682-456f-9137-f8bc3f5aaec6,0.333333,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,345.567,777401,707712,8320,0.728241,
P15-C-RECEIPTS-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,0740522b-2825-4dcb-bf34-8275c309fa5f,0.333333,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,286.321,63761,55296,796,0.071898,
P15-C-RECEIPTS-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,56ad07a3-d65e-4c78-b8cb-a59a5e7dbe8c,0.533333,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,558.245,900049,823808,14487,0.924227,
P15-C-RECEIPTS-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,dd72a0e3-f04e-44f7-be6a-4c79d9efa6c4,0.333333,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,170.990,31258,25088,698,0.048675,
P15-C-PO-ADDENDUM-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,fc3f2d28-63be-468f-94a6-0218d8b9ff31,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,507.506,1347094,1263360,13447,1.109220,
P15-C-PO-ADDENDUM-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,ae6489cd-de30-483c-86b2-5f02c694a1f5,0.400000,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,810.097,660462,608768,13966,0.729603,
P15-C-PO-ADDENDUM-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,c402ff58-62e7-4672-823c-03aeb888c000,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,773.387,388389,349184,5227,0.401034,
P15-C-PO-ADDENDUM-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,fe9b6b26-348f-4f58-826f-61a74e5a5fd7,0.633333,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,476.163,300629,253696,6919,0.427590,
P15-C-STATEMENT-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,5561bee3-0b82-406b-9603-6dbfe757182f,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,363.265,763466,697600,5692,0.656344,
P15-C-STATEMENT-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,32769bb7-f983-43a4-bb26-cab60e9efdf2,1.000000,,,true,true,true,true,FROZEN_CODEX_DEV_N4,,PASS,,614.884,626930,572416,8518,0.617382,
P15-C-STATEMENT-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,4b33084f-7efc-41a5-ab63-3adeafc7d3e7,0.633333,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,812.996,337125,292352,5555,0.407133,
P15-C-STATEMENT-001,C,DEV,codex_gpt56sol,codex,0.151.0,gpt-5.6-sol,openai,8901926b-3a46-4013-963f-9a5e4899cde4,0.633333,,,false,true,true,true,FROZEN_CODEX_DEV_N4,,TARGET_CAPABILITY_FAILURE,,421.157,220067,196864,4873,0.269018,
P15-A-ENG-SIZING-001,A,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,3d66f692-df03-4cc0-a479-2f20fb0030c9,1.000000,1.000000,0.000000,true,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,107.263,443510,393855,8229,2.138917,
P15-A-FIN-DCF-001,A,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,33867bd1-8dd4-40b8-b751-f040d862d5af,1.000000,1.000000,0.000000,true,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,107.220,448671,398037,7936,2.141572,
P15-A-FIN-DEBUG-001,A,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,3792f723-5575-4aaa-99eb-472e56560af5,1.000000,1.000000,0.000000,true,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,65.656,465939,452480,4649,1.279673,
P15-A-POLICY-EIA-001,A,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,39f00a30-4e57-4e9e-90e6-a0bb3c6be2c8,1.000000,1.000000,0.000000,true,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,170.549,690813,669165,13017,2.385814,
P15-A-STAT-EXPERIMENT-001,A,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,98acb9b2-0a2e-4c81-8cbe-f8b4b6d44673,1.000000,0.166667,0.833333,true,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,128.074,504171,484356,9747,1.829012,
P15-B-FIN-RECON-001,B,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,720cd30a-6e79-4fe3-9cc7-f9f0c3a53632,0.000000,0.000000,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,224.274,515496,482163,20147,2.859192,
P15-B-HEALTH-REPORT-001,B,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,a2ab328c-e142-4b59-9f0a-4f3794e8190d,0.925926,0.444444,0.481482,true,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,370.306,1508719,1465204,28844,5.176829,
P15-B-OPS-CLEAN-JOIN-001,B,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,fa1b68ab-cace-4fef-babb-e6ba2312eeca,0.038462,0.038462,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,CLEAN_RECORDS_MISMATCH,94.316,343418,327081,7817,1.383159,
P15-B-SALES-DISCOVERY-001,B,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,a74ece56-9b34-4536-90d5-a981b041a6f7,0.160000,0.160000,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,47.087,284750,274331,3606,0.877254,
P15-C-INVOICE-001,C,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,2ec0f39a-c180-4c50-a110-06665c0522aa,1.000000,1.000000,0.000000,true,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,67.941,400305,383233,5498,1.307236,
P15-C-PO-ADDENDUM-001,C,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,657d72f8-2f44-453c-8b7f-b8747b11a4bb,0.633333,0.633333,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,101.200,504970,489533,8176,1.636857,
P15-C-QUOTE-001,C,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,2db47685-9a83-445b-91fb-9aae7e3ae3e7,1.000000,1.000000,0.000000,true,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,87.341,359038,343132,6400,1.292879,
P15-C-RECEIPTS-001,C,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,59a80626-92b5-40fd-9298-2236a02d0b5c,0.333333,0.333333,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,94.937,341717,317625,7813,1.514089,
P15-C-STATEMENT-001,C,DEV,claude,claude-code,2.1.251,anthropic/claude-opus-4.8,OpenRouter public egress,08338099-b509-4e96-9280-f1b1a57c8ecd,0.400000,0.400000,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,128.284,669330,651145,9299,2.015003,
P15-A-FIN-DCF-001,A,DEV,claude_opus5_supplemental,claude-code,2.1.251,anthropic/claude-opus-5,OpenRouter public egress,bde2ad6c-9d82-468d-aae9-de1fa33748d3,1.000000,0.600000,0.400000,true,false,true,false,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,135.145,385075,347085,9974,0.660297,
P15-A-ENG-SIZING-001,A,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,1690a355-5c20-4366-9047-ecc34a6df1ae,1.000000,1.000000,0.000000,true,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,657.107,966409,779136,30059,,
P15-A-FIN-DCF-001,A,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,6f3c2f63-b4de-4f64-bbe7-d9119aa7370e,1.000000,1.000000,0.000000,true,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,496.792,752435,658688,24210,,
P15-A-FIN-DEBUG-001,A,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,f4339fdc-569f-46f9-b2d1-3a9763eb50f8,1.000000,1.000000,0.000000,true,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,PASS,,360.056,448644,356608,16952,,
P15-A-POLICY-EIA-001,A,DEV,qwen,qwen-coder,0.22.3,qwen/qwen3.8-max,OpenRouter public egress,83ae2f5a-9c66-456b-985a-9d0eefadf838,0.560000,0.560000,0.000000,false,false,true,true,REAL_PAID_HARBOR_PUBLIC_EGRESS_PASS1,PUBLIC_EGRESS_WITHOUT_HARBOR_PROVIDER_ALLOWLIST,AGENT_CAPABILITY_FAILURE,,417.299,672507,550912,21076,,
